"id","train","target"
4663438,0,25
4663730,0,0
4664876,0,0
4665600,0,0
4665660,0,0
4667824,0,0
4669517,0,0
4671279,0,0
4673913,0,0
4674316,0,0
4675371,1,0
4677722,0,0
4679512,1,0
4681355,0,0
4681606,1,0
4682068,1,0
4682122,0,0
4682386,1,0
4682939,0,0
4683595,0,0
4683889,0,0
4685083,0,0
4685229,1,0
4685601,1,0
4686292,1,34.7
4686748,0,0
4686853,0,0
4687850,0,0
4688805,0,0
4690460,0,0
4694430,0,0
4695054,0,0
4695097,0,0
4697090,0,0
4699084,0,0
4699955,1,0
4702190,0,0
4702387,0,0
4703138,0,0
4705351,1,0
4706897,0,0
4708024,0,0
4708253,0,0
4711629,1,0
4712625,0,23.8
4714385,0,0
4717929,0,0
4718780,0,0
4719492,0,0
4723422,0,0
4723597,0,0
4723732,1,149.6
4724135,0,0
4727320,1,0
4727959,0,0
4728815,1,0
4729870,1,0
4730917,1,0
4731786,1,24.85
4734084,0,0
4734289,0,0
4734912,1,0
4736435,0,0
4736966,1,0
4737288,0,0
4738411,0,0
4739515,0,0
4740491,0,0
4741340,0,0
4741978,0,0
4743709,1,0
4743741,0,0
4744233,0,0
4744381,0,0
4747208,1,36.79
4748263,0,0
4748590,0,0
4748743,1,0
4749774,1,0
4750500,0,0
4750705,0,0
4750764,0,0
4755278,0,0
4756444,1,0
4759230,1,0
4759796,1,0
4760344,0,0
4760522,0,0
4761308,1,0
4762240,1,0
4762398,0,0
4763157,0,0
4768485,1,0
4769970,1,0
4772156,0,0
4772504,0,0
4772784,0,0
4773500,0,0
4773810,1,0
4774990,0,0
4775910,0,0
4776011,1,0
4780175,0,0
4780736,1,0
4781090,0,0
4781228,1,0
4781406,1,0
4782771,1,0
4782798,1,0
4783751,1,0
4784057,1,0
4787650,0,0
4789040,0,0
4789644,0,0
4789768,0,0
4789911,0,0
4789938,0,0
4792718,0,0
4794524,0,0
4794672,0,15.6
4794877,0,27.8
4796322,1,0
4797191,0,0
4797230,0,0
4798961,0,0
4799801,1,0
4801415,0,0
4802012,0,38.76
4803434,1,0
4804783,0,0
4806719,0,0
4807219,1,0
4807324,0,0
4808363,0,23.85
4811640,0,0
4811968,1,22.85
4813316,1,0
4813812,0,0
4815769,1,0
4819152,0,0
4819950,0,0
4820266,1,0
4820347,0,0
4820908,0,0
4821165,0,0
4821734,0,0
4823176,0,0
4823540,1,0
4824075,0,0
4824407,1,0
4825144,1,0
4825853,0,0
4826205,0,0
4827791,0,51.6
4828216,1,0
4829140,0,0
4829859,0,0
4830547,0,0
4830920,0,0
4831543,0,0
4833317,0,0
4834003,1,0
4834127,0,0
4834399,0,0
4835131,0,0
4837150,1,0
4837983,1,0
4839145,0,0
4843460,0,0
4844033,1,0
4844858,1,0
4846044,1,0
4846176,1,0
4847423,0,0
4848586,0,0
4849442,1,29.99
4850149,0,0
4853440,0,0
4854489,1,0
4855388,0,0
4855620,0,0
4855906,1,0
4856252,0,0
4856660,0,0
4856805,0,0
4857178,0,0
4857445,1,0
4858620,0,0
4859278,1,0
4859464,0,0
4860217,0,0
4860233,0,0
4860900,0,0
4861124,0,0
4861434,0,0
4861558,0,0
4862651,1,24.8
4862740,0,0
4863330,0,0
4864387,1,0
4869966,1,0
4871774,0,0
4872347,0,0
4875486,0,41.8
4877039,1,0
4878990,0,20.7
4879112,0,0
4879295,1,0
4879597,0,0
4879902,1,0
4880439,0,0
4880811,0,0
4883098,0,0
4883233,1,0
4886135,0,0
4887387,0,0
4887484,0,0
4889363,0,0
4890132,0,0
4890973,1,0
4891554,0,0
4891961,0,0
4893450,1,0
4896670,0,0
4897820,1,0
4901452,0,0
4902181,0,0
4903056,1,0
4903161,1,0
4904974,0,0
4905490,0,0
4905903,0,90.55
4906535,1,0
4907604,0,0
4907655,0,0
4907710,0,0
4911075,0,0
4911520,0,0
4911806,0,0
4912330,0,45.7
4914830,0,27.9
4915828,0,0
4916522,1,0
4916875,1,0
4919033,1,0
4920651,1,0
4920970,0,0
4921542,0,0
4922344,1,0
4922735,0,0
4923030,0,0
4924126,1,0
4926498,1,0
4928369,1,0
4928920,0,0
4928970,0,0
4930932,0,0
4932307,0,0
4933796,1,0
4939263,0,0
4940903,1,0
4941365,1,0
4943333,1,0
4944054,1,0
4945166,0,0
4946960,0,0
4947231,1,28.4
4948319,0,0
4949145,0,0
4952413,0,0
4952740,0,0
4955153,0,0
4956117,1,0
4957121,0,0
4957873,0,0
4958110,1,0
4958357,1,0
4959310,1,0
4960963,1,0
4963610,1,0
4964462,0,76.54
4965302,0,0
4965353,1,47.7
4967135,1,0
4967232,1,0
4967593,1,0
4967755,1,0
4968182,0,37.7
4968263,0,0
4968352,0,0
4969782,0,0
4970055,1,0
4970640,0,0
4972899,1,0
4972929,0,0
4973097,1,0
4973178,0,0
4974689,0,0
4975502,1,0
4977076,0,0
4979265,0,0
4979281,1,0
4979338,0,0
4979346,0,0
4979427,0,0
4980468,1,0
4981600,1,0
4982169,0,0
4984919,1,0
4985419,0,0
4985834,1,0
4985931,0,0
4986717,0,0
4986822,0,0
4987110,0,0
4987756,0,0
4988531,0,0
4988604,1,0
4988833,0,0
4988914,1,0
4989082,0,0
4989511,0,0
4990820,0,0
4991303,1,0
4991540,0,0
4992032,0,0
4993691,1,0
4994914,1,0
4997107,0,0
4997816,0,0
4998707,0,0
4999096,1,0
4999290,0,0
4999762,1,0
5000122,1,0
5000971,0,62.6
5002613,1,0
5004306,0,0
5005833,0,0
5007895,1,0
5007917,0,0
5008816,0,0
5009189,0,0
5009375,1,0
5012716,1,0
5012937,0,0
5014239,0,24.95
5014921,0,0
5015308,0,0
5015456,0,0
5018498,0,0
5020662,0,0
5020930,0,0
5022843,1,0
5024641,0,24.85
5025389,0,0
5026059,0,0
5030501,0,16.84
5030935,0,0
5031478,0,26.89
5032164,0,0
5032172,0,0
5032440,0,0
5032520,0,0
5033322,1,0
5034019,0,0
5034272,0,0
5034493,0,0
5034531,0,0
5035252,0,0
5036488,1,0
5037476,0,0
5038634,0,0
5039738,1,0
5040183,0,0
5042259,1,0
5042305,0,0
5042313,1,0
5044332,0,0
5044898,0,0
5045924,0,0
5047382,1,0
5047790,1,29.94
5049610,0,0
5052513,0,0
5052874,0,0
5054494,0,0
5054583,1,0
5055300,0,120.35
5056241,0,29.75
5057094,0,0
5058350,0,0
5058864,0,0
5059224,0,0
5060281,0,0
5060800,0,0
5062241,0,0
5062853,0,0
5063116,0,0
5063957,0,0
5065305,0,0
5067499,1,15.85
5068282,0,0
5068924,1,0
5069157,0,0
5069297,0,0
5069360,0,0
5069580,1,0
5070880,1,0
5071208,1,0
5071828,0,0
5073545,0,0
5074630,0,0
5075300,0,39.9
5076447,0,0
5076617,1,0
5077630,0,0
5077680,0,65.48
5079390,1,0
5079683,1,0
5080061,0,0
5080827,0,0
5082323,0,0
5084520,0,95.1
5084806,1,0
5085144,0,0
5086191,1,0
5086434,1,30.39
5086671,0,13.8
5087287,1,0
5088593,0,0
5091756,0,0
5092019,0,0
5092710,0,0
5094194,0,0
5098084,0,0
5098319,0,0
5098556,0,0
5098874,0,0
5099986,0,0
5100720,1,0
5100968,0,0
5101581,0,0
5102081,0,0
5102650,1,0
5102901,0,0
5103967,1,0
5104084,0,0
5105765,1,78.1
5106931,0,0
5107423,0,0
5108640,0,0
5110076,0,0
5110157,1,0
5111080,1,0
5111110,1,0
5111897,0,0
5115140,1,0
5115493,1,0
5119502,1,26.8
5119740,0,0
5120209,0,21.8
5120870,1,0
5121159,1,0
5121973,0,0
5122180,1,0
5122716,0,101.3
5123593,0,0
5123674,0,0
5125154,0,0
5126045,0,0
5126401,0,0
5126657,1,0
5126746,1,0
5132061,0,15.9
5132380,0,0
5133521,0,0
5133572,0,0
5133769,0,0
5134013,1,0
5134617,0,0
5135699,1,0
5137519,0,0
5137691,0,0
5137918,0,0
5138612,0,0
5139198,0,0
5139538,0,0
5140005,0,0
5140730,1,0
5140790,0,0
5145201,1,0
5145244,0,0
5147778,1,0
5148820,1,0
5149363,0,0
5151244,0,29.95
5152771,0,24.9
5153328,1,0
5154405,1,0
5155037,1,0
5157420,0,0
5158117,0,0
5159482,0,0
5160154,0,0
5160995,0,0
5161142,0,0
5161436,0,0
5161487,0,0
5162696,0,0
5164028,0,0
5164311,0,0
5164729,1,0
5164737,0,0
5165709,0,0
5166624,0,0
5167027,0,0
5167515,0,0
5167809,0,0
5168171,0,0
5168457,1,0
5168546,0,0
5168694,0,0
5168880,0,0
5169240,0,0
5169399,1,0
5169402,0,0
5169968,0,17.85
5171997,0,0
5172179,0,0
5173388,0,0
5174210,0,0
5174341,1,0
5174473,1,0
5174635,0,0
5175550,0,0
5175577,1,0
5175771,0,0
5175887,0,0
5176344,1,0
5176590,1,0
5179327,0,0
5179769,0,0
5180597,0,0
5180783,0,0
5181291,0,0
5181500,0,0
5181518,0,0
5182727,0,0
5185130,0,45.75
5185343,0,148
5187206,1,0
5188237,0,0
5189586,1,0
5189764,0,0
5193370,0,0
5197147,0,0
5204593,0,0
5205000,0,0
5208564,0,0
5210518,1,0
5211409,0,0
5213258,0,0
5214165,0,0
5217849,0,0
5217865,0,0
5218560,0,86.74
5220211,0,0
5222109,1,0
5222389,1,0
5223814,1,0
5224063,1,14.94
5227011,1,0
5228751,0,0
5232848,0,0
5233020,0,0
5233470,1,0
5234000,0,0
5238943,1,0
5239710,1,0
5242681,1,0
5243408,0,0
5245044,0,0
5248485,1,0
5248728,0,2.95
5250374,1,0
5250579,0,0
5251079,1,0
5251583,0,0
5253160,1,0
5253217,1,0
5253373,0,0
5253390,0,0
5253950,0,0
5254566,0,0
5255651,0,0
5257883,0,0
5258200,0,0
5259690,0,0
5262380,0,0
5263204,0,29.9
5263611,0,0
5264146,0,0
5266041,1,0
5266289,0,0
5266297,0,0
5267161,1,0
5268494,0,0
5269342,0,0
5269776,0,0
5272572,0,0
5272904,0,0
5273188,0,0
5275628,1,0
5277051,0,0
5277256,0,0
5278589,1,0
5279020,1,0
5279046,1,0
5279283,0,0
5280460,0,0
5280656,1,0
5281180,1,0
5281636,1,65.7
5283558,0,0
5284546,0,0
5285879,1,0
5286786,0,0
5289750,1,0
5289866,0,0
5290325,0,0
5292689,0,0
5292883,1,0
5294681,0,0
5295165,1,0
5295181,0,0
5296714,0,0
5296870,0,0
5296919,1,0
5297281,0,0
5298270,0,0
5299314,1,0
5299730,0,0
5300193,0,0
5301173,0,0
5302064,1,37.8
5303699,0,0
5303826,1,0
5305780,0,0
5305799,1,0
5306523,0,0
5307260,1,0
5307406,0,0
5308410,0,0
5308844,0,0
5313880,1,0
5320097,1,0
5325293,1,0
5325730,0,0
5326001,1,0
5326060,0,0
5326435,0,67.65
5329256,0,0
5331099,0,19.88
5335582,0,0
5340730,0,0
5341680,0,0
5342198,0,0
5343470,0,0
5344760,0,0
5345553,1,0
5347629,1,0
5351570,0,0
5352371,1,0
5353173,0,0
5353238,1,0
5354609,1,0
5356024,1,0
5356776,1,44.65
5357462,0,0
5357950,0,0
5358515,0,0
5359570,0,0
5359716,1,0
5360250,0,29.75
5360587,0,0
5361648,0,0
5364965,0,0
5366470,1,0
5366720,1,0
5367077,0,0
5367875,0,0
5368529,0,0
5372542,0,0
5372690,0,0
5372828,1,0
5373794,0,0
5375460,1,0
5376971,0,0
5377234,1,0
5379172,1,0
5380464,1,0
5380979,0,0
5381355,0,0
5383536,1,77.2
5384346,0,0
5384389,1,0
5384451,0,0
5385440,0,0
5386047,0,0
5386608,0,0
5386993,0,0
5388767,0,0
5390826,0,0
5391210,0,0
5391253,0,0
5391970,1,0
5392772,1,0
5393159,0,0
5393477,1,0
5393620,0,0
5394198,0,0
5395380,0,0
5396581,0,0
5396778,0,0
5397006,1,0
5397880,1,0
5399300,0,0
5400201,1,0
5400902,0,0
5401968,0,0
5402735,1,0
5402816,0,0
5404347,0,14.95
5404606,0,0
5405491,0,0
5405548,0,0
5406722,1,0
5406846,1,0
5407753,0,0
5408180,0,0
5408334,0,0
5408741,0,0
5409977,0,0
5410010,1,0
5410134,0,0
5410622,0,0
5411106,0,0
5411327,1,0
5412552,1,0
5412560,0,0
5412650,0,0
5413885,1,91.55
5413915,0,0
5414016,1,0
5414571,0,0
5414911,0,29.85
5416515,0,0
5418984,0,0
5419018,0,0
5419123,1,0
5419590,1,0
5419859,0,0
5419964,1,0
5421128,0,0
5421683,0,0
5421985,0,0
5422582,0,0
5422604,1,0
5422922,0,0
5424674,1,49.75
5424690,0,0
5424925,0,0
5425964,1,0
5427541,0,0
5427665,0,0
5429358,0,0
5429676,0,0
5430860,0,0
5432499,0,0
5433118,0,0
5433568,0,0
5433614,0,0
5434386,1,0
5435625,0,0
5436273,0,0
5436508,0,0
5437385,1,0
5437636,0,0
5437857,0,0
5437962,1,0
5438250,0,0
5439337,1,0
5439671,0,0
5439884,1,0
5440238,1,0
5440505,1,0
5441382,0,0
5442141,1,0
5442494,0,0
5442770,0,0
5442850,0,0
5443008,0,0
5443326,0,0
5443407,1,0
5444080,1,0
5444470,0,0
5444934,0,0
5445094,0,0
5446619,0,0
5447518,0,0
5447771,1,0
5449200,1,0
5449464,0,0
5450594,1,0
5451680,1,0
5452287,0,0
5452449,1,0
5452651,0,99.55
5452848,1,53.64
5453674,0,0
5453739,1,0
5453917,0,0
5454700,1,0
5455820,1,0
5456142,0,0
5456827,0,0
5457009,0,0
5457203,1,0
5457270,0,0
5457319,0,0
5458323,0,0
5458943,0,0
5459001,1,0
5459516,0,0
5460018,0,0
5460107,0,0
5460140,0,0
5460255,0,0
5460484,1,0
5461200,0,0
5462142,0,0
5464889,0,0
5466393,0,0
5466814,0,0
5467667,1,0
5468604,0,0
5468949,0,0
5468973,0,0
5469600,0,0
5471702,0,0
5471885,0,0
5472679,0,0
5473691,0,0
5474396,0,0
5474574,0,0
5475252,1,0
5475473,0,0
5475830,1,0
5476089,0,0
5476720,1,0
5479991,1,0
5480620,1,0
5481570,1,0
5481848,1,0
5482186,0,0
5482747,1,0
5483077,0,0
5483700,0,0
5484472,0,0
5484677,0,0
5486157,0,0
5486718,1,0
5486858,0,0
5488168,0,0
5488702,0,0
5489016,0,0
5490910,0,0
5491614,0,0
5492386,0,0
5493030,0,0
5493170,0,0
5493331,1,14.9
5494176,1,0
5495334,0,0
5496365,0,0
5496462,0,0
5496489,1,0
5497477,1,0
5498074,0,0
5498970,0,0
5499208,0,0
5499615,0,15.9
5501342,1,0
5501466,0,0
5501687,0,0
5503612,0,0
5504350,0,0
5504503,0,0
5505704,0,0
5506077,1,0
5506271,0,0
5506379,0,0
5506689,0,0
5506700,1,0
5507243,0,0
5509335,1,0
5509432,0,0
5510180,1,0
5510759,1,0
5511372,0,0
5512875,0,113.7
5513820,0,0
5514983,0,0
5515068,0,0
5515262,0,0
5515564,0,0
5518989,0,0
5519810,0,0
5519861,1,0
5520037,0,0
5520070,0,0
5520290,0,0
5520320,1,0
5520436,0,0
5521254,1,0
5521513,0,0
5521637,0,0
5522188,1,10.95
5523125,0,0
5523508,0,0
5523885,0,0
5524270,1,0
5524350,1,0
5524431,1,0
5524580,0,34.35
5525012,0,0
5525187,1,17.4
5525349,0,0
5526957,0,0
5527554,0,0
5527961,0,0
5528089,1,0
5528640,1,0
5529018,0,0
5529042,1,0
5529590,1,0
5529867,0,0
5530164,0,0
5531519,0,0
5532299,1,0
5533414,1,0
5533732,0,0
5534259,0,0
5535140,0,0
5535859,1,0
5536588,0,0
5537983,1,0
5538440,1,0
5539390,0,0
5541042,0,0
5542804,0,0
5542847,0,0
5543096,1,0
5543100,0,0
5543606,0,0
5544009,0,0
5544661,0,0
5545498,1,0
5546494,1,0
5546672,1,0
5546834,0,0
5547083,1,0
5547385,0,0
5547580,0,0
5548675,1,0
5549957,1,0
5553644,0,0
5553679,1,65.9
5553741,0,92.49
5553865,0,0
5554934,0,0
5555787,1,0
5557399,0,0
5557712,1,0
5558662,0,0
5559820,0,0
5559901,0,0
5559936,1,0
5561175,0,0
5561400,1,0
5562481,1,0
5563607,1,0
5565596,0,0
5581230,0,0
5582350,0,0
5589282,1,0
5590531,0,0
5601959,0,0
5603277,1,0
5621518,0,22.75
5623626,0,0
5628571,0,0
5632358,0,0
5633567,1,0
5635683,0,0
5639948,0,31.1
5647118,0,0
5647452,0,12.95
5650046,0,0
5653797,0,0
5655900,0,0
5658241,0,0
5659523,1,0
5661854,0,0
5666384,1,0
5684447,0,0
5685273,0,0
5697310,0,0
5698308,1,0
5701350,1,0
5702151,0,19.95
5703778,1,0
5707706,0,0
5714176,1,0
5715911,0,0
5716357,0,0
5721237,0,27.74
5722853,1,0
5723175,0,0
5723949,0,0
5724724,0,0
5725585,0,0
5725666,0,0
5726220,0,0
5726522,0,100.82
5727030,0,0
5727804,0,0
5728576,0,0
5728770,1,0
5732158,1,0
5733065,1,0
5733162,0,0
5734193,0,0
5734770,1,0
5736390,0,0
5736676,1,0
5737214,0,0
5737427,0,0
5737940,1,0
5739217,0,0
5739292,0,0
5740410,0,0
5740762,0,0
5740886,0,0
5741475,0,0
5741610,0,0
5741726,0,0
5742838,0,0
5742846,0,0
5742854,0,0
5743087,0,0
5743311,1,0
5743672,1,0
5745845,0,0
5746272,0,0
5746647,1,0
5746663,1,0
5746680,1,0
5746957,1,0
5747252,1,0
5748771,1,0
5749115,0,0
5749344,1,0
5749824,0,0
5750253,0,0
5750709,0,24.89
5751446,1,0
5751772,0,0
5751900,0,0
5752035,1,0
5753686,0,0
5753953,1,0
5754143,0,0
5754267,0,0
5755573,1,0
5755751,0,0
5755832,1,43.89
5757126,1,0
5757460,0,0
5758165,1,0
5758173,0,0
5759196,0,70.1
5759242,0,0
5760496,0,30.85
5762391,1,0
5763231,0,0
5764661,1,0
5764688,0,0
5767598,0,0
5767717,1,0
5767970,1,0
5769620,0,0
5769949,0,0
5771072,0,9.95
5771307,0,0
5772060,0,0
5773083,0,0
5773377,0,0
5773385,0,0
5773865,1,0
5775027,0,0
5775400,0,0
5775485,1,0
5777054,0,0
5777623,1,0
5777631,1,0
5777836,0,0
5778220,1,0
5779693,1,0
5779952,1,0
5780489,0,0
5780500,1,0
5781051,0,0
5781094,1,0
5781159,0,0
5781213,1,0
5783283,0,0
5784972,0,0
5785561,0,0
5787220,0,0
5787491,1,0
5787610,1,0
5787696,0,0
5787939,0,0
5788684,0,0
5788692,0,0
5790310,0,0
5791766,0,0
5791855,0,0
5792134,0,0
5793050,0,0
5793106,0,0
5793300,0,0
5794145,1,0
5794340,0,0
5794650,1,0
5796822,0,0
5797829,0,0
5797977,0,0
5798094,1,0
5798515,0,0
5798590,0,0
5798620,1,0
5798795,0,0
5799805,0,0
5799902,1,0
5800960,0,0
5801125,0,0
5801168,1,0
5801800,1,0
5802261,0,0
5802679,0,0
5802911,0,0
5803560,1,0
5804485,0,0
5804671,1,18.9
5805953,0,0
5806380,0,0
5806623,0,0
5807042,0,0
5807468,1,0
5807751,0,0
5808138,1,0
5808251,0,0
5808260,0,0
5808510,0,0
5809274,1,0
5809479,0,0
5810329,1,0
5810701,0,0
5810744,0,0
5811724,1,0
5813310,1,0
5815835,0,0
5816882,0,32.75
5817838,1,0
5818060,0,0
5818141,0,0
5818290,0,0
5818621,1,0
5819709,0,0
5820537,0,0
5820650,0,12.9
5821398,1,0
5822718,0,0
5824168,0,0
5824508,0,0
5825512,0,0
5825709,1,27.9
5826047,1,0
5826462,0,0
5826977,0,0
5828066,0,0
5828201,1,0
5828244,0,30.9
5828554,0,0
5828830,0,0
5829003,0,0
5829550,0,0
5830990,0,0
5831075,0,0
5831440,0,0
5833000,0,0
5833825,0,0
5835291,0,0
5835500,1,0
5835640,0,0
5836204,1,0
5836662,0,0
5836670,1,0
5837685,0,0
5838061,0,0
5839963,0,0
5840961,1,17.85
5841259,0,0
5841992,0,97.7
5842336,1,0
5844320,0,0
5844509,0,0
5844835,0,0
5845181,0,29.9
5845645,1,0
5846153,1,0
5846374,0,0
5846498,0,0
5847370,1,0
5847664,0,0
5847770,0,0
5849527,0,0
5850908,1,0
5852676,0,0
5852811,0,0
5853826,0,0
5854164,0,0
5855195,0,0
5856442,1,0
5856744,0,0
5857406,1,40.75
5858550,0,0
5858674,0,0
5859018,0,0
5859263,0,0
5859581,1,0
5859786,0,0
5860830,0,0
5862140,0,0
5862221,0,0
5862329,1,0
5862574,0,0
5863295,0,0
5864461,0,0
5865115,1,0
5865433,0,0
5866502,1,0
5866588,0,0
5867711,0,0
5869030,0,0
5869137,1,0
5872081,0,0
5873312,1,0
5874840,0,0
5874858,1,0
5875935,0,0
5877610,1,0
5877946,0,0
5878160,1,0
5882095,0,0
5882656,1,0
5882761,1,0
5882893,0,0
5883245,0,0
5883997,0,0
5884403,0,0
5885078,0,0
5885710,0,0
5885957,1,0
5886457,0,0
5886872,0,0
5889294,1,0
5889308,0,0
5889596,0,0
5890063,0,0
5890136,0,16.8
5890942,0,0
5891795,0,0
5891973,0,0
5892295,1,0
5892350,0,0
5893143,0,0
5893526,1,0
5894174,1,0
5894840,0,0
5895375,0,0
5896924,0,0
5897092,1,0
5897246,0,0
5897688,0,0
5897831,0,0
5898587,0,0
5898757,0,0
5898811,0,0
5898820,0,0
5899656,0,0
5901090,1,0
5901340,0,0
5902533,1,0
5902568,0,0
5903181,1,0
5903467,1,0
5904269,0,0
5904404,0,0
5905362,0,0
5905770,0,0
5906644,0,0
5907071,1,0
5907365,0,0
5907438,0,34.6
5909210,1,0
5909627,0,0
5909880,1,0
5909910,1,0
5910218,0,0
5913853,0,0
5914302,1,29.79
5914612,0,0
5916046,0,0
5916186,1,0
5916569,1,0
5916585,1,0
5918057,0,0
5919940,1,0
5920256,0,0
5920272,1,0
5920833,0,0
5920957,0,0
5922038,0,0
5923247,0,0
5923522,0,0
5925070,1,0
5925762,0,0
5925800,0,0
5925843,0,0
5928001,0,0
5929369,0,0
5929830,0,0
5930235,1,19.7
5932319,0,0
5932386,1,0
5932645,0,0
5932831,0,0
5933633,0,0
5933897,0,0
5934354,0,0
5935652,0,0
5935962,0,0
5936500,1,0
5936560,0,27.85
5938074,0,0
5938279,0,0
5938368,1,34.9
5938449,0,0
5938570,0,0
5938732,0,0
5939020,1,0
5940389,0,0
5940567,0,0
5940931,1,0
5941385,0,0
5941687,0,0
5942462,0,0
5945810,1,0
5946379,1,0
5947847,0,8
5949874,1,0
5950589,0,0
5951496,1,0
5951569,0,0
5952077,0,0
5952794,0,25
5952956,1,0
5955327,0,0
5956200,0,0
5956773,1,0
5957494,0,0
5957761,1,0
5959004,0,0
5959101,1,0
5960169,1,0
5961165,0,0
5962706,1,0
5963052,0,0
5964466,0,0
5964660,1,0
5965128,0,0
5965233,1,0
5965802,0,0
5965950,0,0
5966205,1,0
5966248,1,0
5966825,0,0
5966965,0,0
5967686,0,0
5969271,0,0
5974976,0,0
5979153,0,0
5980593,0,0
5984807,1,0
5993725,0,0
5997070,0,0
5999057,0,0
6003605,0,0
6008879,0,0
6015441,0,0
6017860,0,0
6018270,0,0
6018947,0,0
6021034,1,0
6026419,1,0
6027539,1,0
6034594,1,0
6040730,0,0
6061664,1,0
6067921,0,0
6068812,0,0
6072046,0,0
6077340,1,0
6079393,0,0
6085539,1,0
6090923,0,0
6098487,0,0
6100244,0,0
6102018,1,0
6102417,0,0
6103324,0,0
6106137,0,0
6107915,1,0
6109373,0,0
6115500,0,0
6122817,0,23.85
6124437,0,0
6124488,0,0
6131344,0,0
6133134,0,0
6141170,1,0
6141625,1,0
6142478,1,0
6148123,0,0
6150730,0,0
6152716,0,0
6155251,0,0
6156282,1,0
6156576,0,49.85
6157017,0,0
6157220,1,0
6158943,1,0
6159494,0,0
6160611,0,0
6173543,1,0
6183000,1,0
6183794,1,0
6184367,0,0
6187188,0,0
6188605,0,0
6193110,0,0
6195164,0,0
6201253,1,0
6203035,0,0
6203361,1,0
6205313,0,0
6205704,0,0
6208177,0,0
6208649,0,0
6209343,1,0
6209408,0,0
6209750,0,0
6210694,0,0
6210775,1,49.8
6211143,0,33.7
6211240,0,0
6211860,0,0
6215637,0,0
6217168,0,0
6218539,0,0
6218822,0,12.94
6222331,1,0
6223737,1,0
6224334,1,0
6224474,1,0
6228305,0,0
6229506,0,0
6233406,0,0
6235280,0,0
6240100,0,0
6240941,1,0
6241018,1,108.54
6241115,0,0
6241948,0,0
6248314,0,0
6249248,0,0
6249906,1,0
6253539,0,0
6256910,0,89.45
6261027,0,0
6263259,0,0
6266622,0,0
6267645,0,0
6269176,0,0
6270646,0,0
6271561,0,0
6271979,0,0
6272959,0,41.75
6276849,1,0
6280684,0,0
6283306,0,0
6289240,0,0
6289932,1,0
6290167,1,0
6290256,0,0
6290523,1,0
6291112,1,0
6292232,0,39.94
6293204,1,0
6295266,1,0
6296319,1,0
6296882,0,0
6298010,1,0
6298338,0,0
6298362,1,0
6298397,0,0
6298877,0,0
6299156,0,0
6299814,0,0
6302068,0,0
6302203,1,0
6302521,0,0
6304826,1,0
6304940,0,0
6305571,0,0
6305849,0,0
6306632,0,0
6306780,1,0
6306799,1,0
6307663,0,0
6308163,0,0
6308910,0,0
6309003,1,0
6309410,0,0
6309631,1,0
6310478,0,0
6311113,0,0
6312829,1,0
6313760,1,12.9
6313809,1,0
6314546,0,0
6314635,0,0
6315003,1,0
6315550,0,0
6315607,0,0
6316433,0,0
6318770,0,0
6318959,0,0
6319300,0,0
6319572,0,0
6320074,0,0
6324738,1,0
6327524,1,0
6327982,0,129.59
6329306,0,0
6330070,0,0
6330371,0,29.7
6330436,1,35.64
6331459,0,0
6332692,1,0
6334407,0,0
6335187,0,0
6335535,0,0
6336574,1,0
6337252,0,0
6337716,0,12
6338275,0,49.64
6338925,0,0
6340113,0,0
6340369,0,0
6340555,1,0
6341152,1,0
6341462,1,0
6342051,1,0
6342450,0,0
6344500,1,0
6345360,0,0
6345980,0,0
6346049,0,0
6346189,1,0
6346561,1,0
6347231,1,0
6348246,1,0
6349366,0,0
6350089,0,0
6350542,0,0
6351301,0,0
6353126,0,0
6353495,1,0
6353584,0,0
6353827,0,0
6354505,0,0
6354858,1,0
6356427,0,0
6357148,0,0
6357636,0,0
6362087,0,0
6362419,0,0
6362800,1,0
6363113,0,0
6363482,1,0
6363652,0,0
6830277,0,0
6832156,0,0
6832326,1,0
6832776,0,0
6835937,0,0
6837654,0,0
6839940,0,0
6840132,0,0
6840779,0,0
6841929,0,0
6847781,1,0
6848133,0,0
6848532,0,0
6848699,1,0
6849504,0,0
6849806,0,0
6850731,1,0
6851029,1,0
6851126,0,0
6851550,0,0
6853447,1,0
6856691,1,0
6857493,1,0
6858767,1,0
6861318,0,0
6862233,0,0
6863140,1,0
6864384,0,0
6865518,0,0
6866328,0,0
6866522,1,0
6866840,0,0
6867120,1,0
6868770,0,0
6869750,1,0
6871496,1,0
6872085,0,12.95
6872565,1,0
6874150,0,0
6874215,0,0
6874940,0,0
6877141,0,0
6880363,0,0
6880371,1,0
6880401,0,0
6881246,0,0
6881327,1,0
6881432,0,0
6881599,0,0
6881629,0,0
6881858,1,0
6882153,0,0
6886280,0,0
6894070,0,0
6895140,0,0
6897916,0,0
6899188,1,0
6901450,1,0
6901964,0,0
6905374,0,0
6906613,1,0
6908276,1,0
6908306,0,0
6909094,1,0
6910254,0,0
6910530,0,0
6911218,0,0
6911544,0,0
6913636,1,0
6913865,1,0
6914314,1,0
6916201,0,0
6916589,0,0
6916929,1,0
6922058,0,0
6922376,0,0
6923836,0,0
6924506,0,0
6925154,0,0
6926525,1,0
6926541,1,0
6926835,0,0
6927670,0,0
6928668,0,0
6930557,1,0
6931332,1,0
6931677,1,0
6933009,0,0
6935567,1,0
6935907,0,0
6936261,0,0
6940420,0,0
6942210,0,25
6943764,1,0
6946020,1,0
